03;1;num
0h;1;nr
0h00;1;nr
11;1;num
129;1;num
145344488_chopard;1;nr
1565a;1;nr
16;1;num
17h00;1;nr
17h40;1;nr
18h31;1;nr
18k;1;nr
19;1;num
1st;1;nr
2020;1;num
2022secovid;1;nr
21;1;num
22h;1;nr
23h59min;1;nr
23hs;1;nr
24de;1;nr
24h;1;nr
28;1;num
29a;1;nr
2a;1;nr
30;1;num
31;1;num
37e;1;nr
380km;1;nr
38o;1;nr
39;1;num
4oa;1;nr
53;1;num
6a;1;nr
7h;1;nr
7o;1;nr
8;1;num
882;1;num
9;1;num
9o;1;nr
_________;1;nr
aa;1;nr
abadia;1;nom
abalar;1;ver
abandono;1;nom
abdicar;1;ver
abdul;1;nr
abert;1;nr
abertamente;1;adv
abf;1;nr
ablos;1;nr
abolir;1;ver
about;1;nr
abradee;1;nr
abrandamento;1;nom
abrangentemente;1;nr
abrasce;1;nr
absorcao;1;nom
abstratividade;1;nr
abundante;1;adj
abusar;1;ver
abusividade;1;nr
acanhado;1;adj
acatamento;1;nom
acautelar;1;ver
acautelatorio;1;nr
accessible;1;nr
acefalo;1;adj
acessa;1;nr
acessada;1;nr
acessado;1;nr
acessarem;1;nr
acessem;1;nr
acfor;1;nr
acidar;1;nr
acidentaria;1;nr
acidentario;1;adj
acidulou;1;nr
acinte;1;nom
acionante;1;nr
acminas;1;nr
acobertamento;1;nom
acoimadas;1;nr
acoimado;1;nr
acolh;1;nr
acolhedor;1;adj
acondicionadores;1;nr
aconselhamento;1;nom
aconstatacao;1;nr
acostadas;1;nr
acp;1;nr
acreditacao;1;nom
acresco;1;nr
acs;1;nr
act;1;nr
activity;1;nr
acto;1;nom
actor;1;nom
actuar;1;ver
acuidade;1;nom
ad26;1;nr
adam;1;nom
adamente;1;nr
adendo;1;nom
adesivo;1;nom
adhanom;1;nr
adiantado;1;adj
adiantar;1;ver
adimc;1;nr
adjacente;1;adj
admin;1;nr
administration;1;nr
administrator;1;nr
administraveis;1;nr
admit;1;nr
ados;1;nr
adpfagr;1;nr
adrian;1;nr
adsorcao;1;nom
adstricao;1;nr
adstringir;1;nr
adunifesp;1;nr
aduziram;1;nr
advance;1;nr
adversacao;1;nr
adversando;1;nr
advisers;1;nr
advogar;1;ver
aedes;1;nr
aegypti;1;nr
aeronautica;1;nom
aeroportuario;1;adj
aeroviario;1;adj
affonso;1;nom
afixacao;1;nom
afligir;1;ver
afluir;1;ver
afoitamente;1;adv
aforamento;1;nom
aforar;1;ver
africano;1;adj
afrontariam;1;nr
against;1;nr
agenciabrasil;1;nr
agilizar;1;nr
aglutinativo;1;adj
agnol;1;nr
agotado;1;nr
agraciar;1;ver
agrar;1;ver
agrario;1;adj
agricolas2;1;nr
agricultura1;1;nr
agroexportador;1;nr
agroindustrial;1;adj
agrotoxica;1;nr
agrupamento;1;nom
aguentes;1;nr
aihr;1;nr
aimp;1;nr
airlines;1;nr
aix;1;nr
ajudar;1;ver
ajuizando;1;nr
akio;1;nr
alabama;1;nom
alarcon;1;nr
alardear;1;ver
alargamento;1;nom
albergadas;1;nr
albergue;1;nom
alcancavel;1;adj
alcoolico;1;adj
alcunha;1;nom
alemanha;1;nom
alergia;1;nom
alex;1;nom
alexy;1;nr
alfabetico;1;adj
algodao;1;nom
alianca;1;nom
alienar;1;ver
alistamento;1;nom
allgemeine;1;nr
aloshopping;1;nr
alternado;1;adj
altivez;1;nom
altura;1;nom
aluminio;1;nom
alvarezshor;1;nr
amada;1;nom
amadurecimento;1;nom
amagar;1;nr
amalgamar;1;ver
amarelo;1;nom
ambientacao;1;nom
ambivalencia;1;nom
ambu;1;nr
ameacador;1;adj
amendment;1;nr
amenizar;1;ver
amici;1;nr
amoldaria;1;nr
among;1;nr
amordacar;1;ver
amorim;1;nom
amostra;1;nom
amostragem;1;nom
amostral;1;nr
amparei;1;nr
anafilaxia;1;nom
anajure;1;nr
analysis;1;nr
analytics;1;nr
ancilar;1;nr
andar;1;nom
andiara;1;nr
anfitriao;1;nom
angestatet;1;nr
angioedema;1;nr
angotti;1;nr
aniquilacao;1;nom
aniquilar;1;ver
aniversariante;1;nom
anj;1;nr
annees;1;nr
anonimar;1;nr
anped;1;nr
ansef;1;nr
ansiar;1;ver
antecipatorio;1;adj
antevemos;1;nr
antidoto;1;nom
antigua;1;nr
antinomia;1;nom
