"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"327";327;0;0;0;0;0;0;2;2;2
"328";328;0;0;0;0;0;0;2;2;2
"329";329;0;0;0;0;0;0;2;2;2
"330";330;0;0;0;0;0;0;3;3;3
"331";331;0;0;0;0;0;0;2;2;2
"332";332;0;0;0;0;0;0;2;2;2
"333";333;0;0;0;0;0;0;2;2;2
"334";334;0;0;0;0;0;0;2;2;2
"335";335;0;0;0;0;0;0;2;2;2
"336";336;0;0;0;0;0;0;2;2;2
"337";337;0;0;0;0;0;0;0;0;1
"338";338;0;0;0;0;0;0;2;2;2
"339";339;0;0;0;0;0;0;2;2;2
"340";340;0;0;0;0;0;0;2;2;2
"341";341;0;0;0;0;0;0;2;2;2
"342";342;0;0;0;0;0;0;2;2;2
"343";343;0;0;0;0;0;0;2;2;2
"344";344;0;0;0;0;0;0;2;2;2
"345";345;0;0;0;0;0;0;2;2;2
"346";346;0;0;0;0;0;0;2;2;2
"347";347;0;0;0;0;0;0;3;3;3
"348";348;0;0;0;0;0;0;2;2;2
"349";349;0;0;0;0;0;0;2;2;2
"350";350;0;0;0;0;0;0;3;3;3
"351";351;0;0;0;0;0;0;2;2;2
"352";352;0;0;0;0;0;0;2;2;2
"353";353;0;0;0;0;0;0;0;0;0
"354";354;0;0;0;0;0;0;3;3;3
"355";355;0;0;0;0;0;0;0;0;1
"356";356;0;0;0;0;0;0;0;0;1
"357";357;0;0;0;0;0;0;3;3;3
"358";358;0;0;0;0;0;0;3;3;3
"359";359;0;0;0;0;0;0;2;2;2
"360";360;0;0;0;0;0;0;3;3;3
"361";361;0;0;0;0;0;0;0;0;1
"362";362;0;0;0;0;0;0;0;0;1
"363";363;0;0;0;0;0;0;2;2;2
"364";364;0;0;0;0;0;0;2;2;2
"365";365;0;0;0;0;0;0;2;2;2
"366";366;0;0;0;0;0;0;0;0;1
"367";367;0;0;0;0;0;0;3;3;3
"368";368;0;0;0;0;0;0;2;2;2
"369";369;0;0;0;0;0;0;2;2;2
"370";370;0;0;0;0;0;0;2;2;2
"371";371;0;0;0;0;0;0;3;3;3
"372";372;0;0;0;0;0;0;3;3;3
"373";373;0;0;0;0;0;0;2;2;2
"374";374;0;0;0;0;0;0;2;2;2
"375";375;0;0;0;0;0;0;2;2;2
"376";376;0;0;0;0;0;0;3;3;3
"377";377;0;0;0;0;0;0;3;3;3
"378";378;0;0;0;0;0;0;0;0;1
"379";379;0;0;0;0;0;0;2;2;2
"380";380;0;0;0;0;0;0;2;2;2
"381";381;0;0;0;0;0;0;2;2;2
"382";382;0;0;0;0;0;0;2;2;2
"383";383;0;0;0;0;0;0;2;2;2
"384";384;0;0;0;0;0;0;2;2;2
"385";385;0;0;0;0;0;0;2;2;2
"386";386;0;0;0;0;0;0;2;2;2
"387";387;0;0;0;0;0;0;2;2;2
"388";388;0;0;0;0;0;0;2;2;2
"389";389;0;0;0;0;0;0;2;2;2
"390";390;0;0;0;0;0;0;0;0;1
"391";391;0;0;0;0;0;0;0;0;1
"392";392;0;0;0;0;0;0;2;2;2
"393";393;0;0;0;0;0;0;0;0;1
"394";394;0;0;0;0;0;0;0;0;1
"395";395;0;0;0;0;0;0;0;0;1
"396";396;0;0;0;0;0;0;0;0;1
"397";397;0;0;0;0;0;0;0;0;1
"398";398;0;0;0;0;0;0;0;0;1
"399";399;0;0;0;0;0;0;0;0;1
"400";400;0;0;0;0;0;0;2;2;2
"401";401;0;0;0;0;0;0;0;0;1
"402";402;0;0;0;0;0;0;0;0;1
"403";403;0;0;0;0;0;0;0;0;1
"404";404;0;0;0;0;0;0;0;0;1
"405";405;0;0;0;0;0;0;0;0;1
"406";406;0;0;0;0;0;0;0;0;1
"407";407;0;0;0;0;0;0;0;0;1
"408";408;0;0;0;0;0;0;0;0;1
"409";409;0;0;0;0;0;0;0;0;1
"410";410;0;0;0;0;0;0;2;2;2
"411";411;0;0;0;0;0;0;3;3;3
"412";412;0;0;0;0;0;0;2;2;2
"413";413;0;0;0;0;0;0;2;2;2
"414";414;0;0;0;0;0;0;2;2;2
"415";415;0;0;0;0;0;0;2;2;2
"416";416;0;0;0;0;0;0;3;3;3
"417";417;0;0;0;0;0;0;0;0;0
"418";418;0;0;0;0;0;0;0;0;0
"419";419;0;0;0;0;0;0;0;0;0
"420";420;0;0;0;0;0;0;0;0;0
"421";421;0;0;0;0;0;0;3;3;3
"422";422;0;0;0;0;0;0;3;3;3
"423";423;0;0;0;0;0;0;3;3;3
"424";424;0;0;0;0;0;0;0;0;0
"425";425;0;0;0;0;0;0;3;3;3
"426";426;0;0;0;0;0;0;3;3;3
"427";427;0;0;0;0;0;0;3;3;3
"428";428;0;0;0;0;0;0;3;3;3
"429";429;0;0;0;0;0;0;2;2;2
"430";430;0;0;0;0;0;0;3;3;3
"431";431;0;0;0;0;0;0;2;2;2
"432";432;0;0;0;0;0;0;2;2;2
"433";433;0;0;0;0;0;0;0;0;1
"434";434;0;0;0;0;0;0;0;0;1
"435";435;0;0;0;0;0;0;3;3;3
"436";436;0;0;0;0;0;0;2;2;2
"437";437;0;0;0;0;0;0;3;3;3
"438";438;0;0;0;0;0;0;3;3;3
"439";439;0;0;0;0;0;0;3;3;3
"440";440;0;0;0;0;0;0;3;3;3
"441";441;0;0;0;0;0;0;2;2;2
"442";442;0;0;0;0;0;0;2;2;2
"443";443;0;0;0;0;0;0;0;0;1
"444";444;0;0;0;0;0;0;2;2;2
"445";445;0;0;0;0;0;0;3;3;3
"446";446;0;0;0;0;0;0;3;3;3
"447";447;0;0;0;0;0;0;3;3;3
"448";448;0;0;0;0;0;0;3;3;3
"449";449;0;0;0;0;0;0;3;3;3
"450";450;0;0;0;0;0;0;2;2;2
"451";451;0;0;0;0;0;0;2;2;2
"452";452;0;0;0;0;0;0;3;3;3
"453";453;0;0;0;0;0;0;3;3;3
"454";454;0;0;0;0;0;0;2;2;2
"455";455;0;0;0;0;0;0;3;3;3
"456";456;0;0;0;0;0;0;2;2;2
"457";457;0;0;0;0;0;0;3;3;3
"458";458;0;0;0;0;0;0;3;3;3
"459";459;0;0;0;0;0;0;3;3;3
"460";460;0;0;0;0;0;0;0;0;1
"461";461;0;0;0;0;0;0;0;0;1
"462";462;0;0;0;0;0;0;2;2;2
"463";463;0;0;0;0;0;0;3;3;3
"464";464;0;0;0;0;0;0;2;2;2
"465";465;0;0;0;0;0;0;3;3;3
"466";466;0;0;0;0;0;0;3;3;3
"467";467;0;0;0;0;0;0;3;3;3
"468";468;0;0;0;0;0;0;2;2;2
"469";469;0;0;0;0;0;0;3;3;3
"470";470;0;0;0;0;0;0;3;3;3
"471";471;0;0;0;0;0;0;2;2;2
"472";472;0;0;0;0;0;0;3;3;3
"473";473;0;0;0;0;0;0;3;3;3
"474";474;0;0;0;0;0;0;2;2;2
"475";475;0;0;0;0;0;0;2;2;2
"476";476;0;0;0;0;0;0;2;2;2
"477";477;0;0;0;0;0;0;3;3;3
"478";478;0;0;0;0;0;0;2;2;2
"479";479;0;0;0;0;0;0;3;3;3
"480";480;0;0;0;0;0;0;2;2;2
"481";481;0;0;0;0;0;0;3;3;3
"482";482;0;0;0;0;0;0;3;3;3
"483";483;0;0;0;0;0;0;3;3;3
"484";484;0;0;0;0;0;0;0;0;1
"485";485;0;0;0;0;0;0;2;2;2
"486";486;0;0;0;0;0;0;2;2;2
"487";487;0;0;0;0;0;0;3;3;3
"488";488;0;0;0;0;0;0;3;3;3
"489";489;0;0;0;0;0;0;3;3;3
"490";490;0;0;0;0;0;0;2;2;2
"491";491;0;0;0;0;0;0;2;2;2
"492";492;0;0;0;0;0;0;2;2;2
"493";493;0;0;0;0;0;0;2;2;2
"494";494;0;0;0;0;0;0;3;3;3
"495";495;0;0;0;0;0;0;0;0;0
"496";496;0;0;0;0;0;0;3;3;3
"497";497;0;0;0;0;0;0;0;0;0
"498";498;0;0;0;0;0;0;0;0;0
"499";499;0;0;0;0;0;0;3;3;3
"500";500;0;0;0;0;0;0;3;3;3
"501";501;0;0;0;0;0;0;0;0;0
"502";502;0;0;0;0;0;0;3;3;3
"503";503;0;0;0;0;0;0;3;3;3
"504";504;0;0;0;0;0;0;3;3;3
"505";505;0;0;0;0;0;0;3;3;3
"506";506;0;0;0;0;0;0;3;3;3
"507";507;0;0;0;0;0;0;3;3;3
"508";508;0;0;0;0;0;0;3;3;3
"509";509;0;0;0;0;0;0;3;3;3
"510";510;0;0;0;0;0;0;3;3;3
"511";511;0;0;0;0;0;0;3;3;3
"512";512;0;0;0;0;0;0;3;3;3
"513";513;0;0;0;0;0;0;3;3;3
"514";514;0;0;0;0;0;0;3;3;3
"515";515;0;0;0;0;0;0;3;3;3
"516";516;0;0;0;0;0;0;0;0;1
"517";517;0;0;0;0;0;0;3;3;3
"518";518;0;0;0;0;0;0;3;3;3
"519";519;0;0;0;0;0;0;3;3;3
"520";520;0;0;0;0;0;0;3;3;3
"521";521;0;0;0;0;0;0;3;3;3
"522";522;0;0;0;0;0;0;3;3;3
"523";523;0;0;0;0;0;0;3;3;3
"524";524;0;0;0;0;0;0;3;3;3
"525";525;0;0;0;0;0;0;3;3;3
"526";526;0;0;0;0;0;0;3;3;3
"527";527;0;0;0;0;0;0;3;3;3
"528";528;0;0;0;0;0;0;3;3;3
"529";529;0;0;0;0;0;0;3;3;3
"530";530;0;0;0;0;0;0;3;3;3
"531";531;0;0;0;0;0;0;3;3;3
"532";532;0;0;0;0;0;0;3;3;3
"533";533;0;0;0;0;0;0;3;3;3
"534";534;0;0;0;0;0;0;3;3;3
"535";535;0;0;0;0;0;0;3;3;3
"536";536;0;0;0;0;0;0;3;3;3
"537";537;0;0;0;0;0;0;3;3;3
"538";538;0;0;0;0;0;0;3;3;3
"539";539;0;0;0;0;0;0;3;3;3
"540";540;0;0;0;0;0;0;3;3;3
"541";541;0;0;0;0;0;0;3;3;3
"542";542;0;0;0;0;0;0;3;3;3
"543";543;0;0;0;0;0;0;3;3;3
"544";544;0;0;0;0;0;0;3;3;3
"545";545;0;0;0;0;0;0;2;2;2
"546";546;0;0;0;0;0;0;2;2;2
"547";547;0;0;0;0;0;0;2;2;2
"548";548;0;0;0;0;0;0;2;2;2
"549";549;0;0;0;0;0;0;2;2;2
"550";550;0;0;0;0;0;0;2;2;2
"551";551;0;0;0;0;0;0;2;2;2
"552";552;0;0;0;0;0;0;2;2;2
"553";553;0;0;0;0;0;0;2;2;2
"554";554;0;0;0;0;0;0;2;2;2
"555";555;0;0;0;0;0;0;2;2;2
"556";556;0;0;0;0;0;0;2;2;2
"557";557;0;0;0;0;0;0;3;3;3
"558";558;0;0;0;0;0;0;3;3;3
"559";559;0;0;0;0;0;0;2;2;2
"560";560;0;0;0;0;0;0;2;2;2
"561";561;0;0;0;0;0;0;2;2;2
"562";562;0;0;0;0;0;0;3;3;3
"563";563;0;0;0;0;0;0;2;2;2
"564";564;0;0;0;0;0;0;3;3;3
"565";565;0;0;0;0;0;0;2;2;2
"566";566;0;0;0;0;0;0;3;3;3
"567";567;0;0;0;0;0;0;3;3;3
"568";568;0;0;0;0;0;0;3;3;3
"569";569;0;0;0;0;0;0;3;3;3
"570";570;0;0;0;0;0;0;3;3;3
"571";571;0;0;0;0;0;0;3;3;3
"572";572;0;0;0;0;0;0;3;3;3
"573";573;0;0;0;0;0;0;3;3;3
"574";574;0;0;0;0;0;0;3;3;3
"575";575;0;0;0;0;0;0;3;3;3
"576";576;0;0;0;0;0;0;3;3;3
"577";577;0;0;0;0;0;0;2;2;2
"578";578;0;0;0;0;0;0;2;2;2
"579";579;0;0;0;0;0;0;3;3;3
"580";580;0;0;0;0;0;0;3;3;3
"581";581;0;0;0;0;0;0;3;3;3
"582";582;0;0;0;0;0;0;3;3;3
"583";583;0;0;0;0;0;0;3;3;3
"584";584;0;0;0;0;0;0;3;3;3
"585";585;0;0;0;0;0;0;0;0;1
"586";586;0;0;0;0;0;0;3;3;3
"587";587;0;0;0;0;0;0;3;3;3
"588";588;0;0;0;0;0;0;2;2;2
"589";589;0;0;0;0;0;0;2;2;2
"590";590;0;0;0;0;0;0;2;2;2
"591";591;0;0;0;0;0;0;2;2;2
"592";592;0;0;0;0;0;0;2;2;2
"593";593;0;0;0;0;0;0;2;2;2
"594";594;0;0;0;0;0;0;2;2;2
"595";595;0;0;0;0;0;0;2;2;2
"596";596;0;0;0;0;0;0;2;2;2
"597";597;0;0;0;0;0;0;2;2;2
"598";598;0;0;0;0;0;0;2;2;2
"599";599;0;0;0;0;0;0;2;2;2
"600";600;0;0;0;0;0;0;2;2;2
"601";601;0;0;0;0;0;0;2;2;2
"602";602;0;0;0;0;0;0;2;2;2
"603";603;0;0;0;0;0;0;2;2;2
